Frame#,Time,Angle
2166,36.083,162.77409
2167,36.1,162.3027
2168,36.117,161.46907
2169,36.133,160.31807
2170,36.15,158.91846
2171,36.167,157.3376
2172,36.183,155.62598
2173,36.2,153.81506
2174,36.217,151.92465
2175,36.233,149.96834
2176,36.25,147.95639
2177,36.267,145.90164
2178,36.283,143.82532
2179,36.3,141.75525
2180,36.317,139.71524
2181,36.333,137.71562
2182,36.35,135.75739
2183,36.367,133.84184
2184,36.383,131.9753
2185,36.4,130.16704
2186,36.417,128.41888
2187,36.433,126.7108
2188,36.45,125.00634
2189,36.467,123.2795
2190,36.483,121.53043
2191,36.5,119.78149
2192,36.517,118.06783
2193,36.533,116.42632
2194,36.55,114.8847
2195,36.567,113.45721
2196,36.583,112.14563
2197,36.6,110.94338
2198,36.617,109.84067
2199,36.633,108.83162
2200,36.65,107.91996
2201,36.667,107.11781
2202,36.683,106.43913
2203,36.7,105.89537
2204,36.717,105.49634
2205,36.733,105.25266
2206,36.75,105.17797
2207,36.767,105.29012
2208,36.783,105.60796
2209,36.8,106.14379
2210,36.817,106.89835
2211,36.833,107.86108
2212,36.85,109.01257
2213,36.867,110.32763
2214,36.883,111.78294
2215,36.9,113.36681
2216,36.917,115.07873
2217,36.933,116.91561
2218,36.95,118.85773
2219,36.967,120.86993
2220,36.983,122.91251
2221,37,124.95025
2222,37.017,126.95943
2223,37.033,128.9334
2224,37.05,130.88165
2225,37.067,132.82149
2226,37.083,134.76358
2227,37.1,136.70364
2228,37.117,138.6283
2229,37.133,140.5251
2230,37.15,142.38676
2231,37.167,144.21118
2232,37.183,146.00079
2233,37.2,147.76228
2234,37.217,149.50314
2235,37.233,151.2224
2236,37.25,152.9062
2237,37.267,154.53242
2238,37.283,156.07384
2239,37.3,157.49919
2240,37.317,158.77744
2241,37.333,159.88231
2242,37.35,160.79256
2243,37.367,161.49129
2244,37.383,161.96953
2245,37.4,162.23271
2246,37.417,162.30235
2247,37.433,162.20712
2248,37.45,161.97585
2249,37.467,161.63582
2250,37.483,161.21086
2251,37.5,160.7242
2252,37.517,160.20563
2253,37.533,159.69292
2254,37.55,159.22549
2255,37.567,158.83604
2256,37.583,158.54413
2257,37.6,158.35498
2258,37.617,158.26234
2259,37.633,158.25157
2260,37.65,158.30197
2261,37.667,158.39021
2262,37.683,158.49417
2263,37.7,158.59599
2264,37.717,158.68332
2265,37.733,158.74869
2266,37.75,158.78804
2267,37.767,158.80043
2268,37.783,158.78842
2269,37.8,158.75822
2270,37.817,158.71849
2271,37.833,158.67886
2272,37.85,158.65034
2273,37.867,158.6474
2274,37.883,158.69008
2275,37.9,158.80278
2276,37.917,159.00877
2277,37.933,159.32187
2278,37.95,159.73956
2279,37.967,160.24168
2280,37.983,160.79231
2281,38,161.34285
2282,38.017,161.83852
2283,38.033,162.22804
2284,38.05,162.47014
2285,38.067,162.53011
2286,38.083,162.37212
2287,38.1,161.96347
2288,38.117,161.285
2289,38.133,160.33713
2290,38.15,159.14328
2291,38.167,157.74641
2292,38.183,156.19554
2293,38.2,154.53229
2294,38.217,152.78839
2295,38.233,150.989
2296,38.25,149.14883
2297,38.267,147.26865
2298,38.283,145.34508
2299,38.3,143.37863
2300,38.317,141.36906
2301,38.333,139.31503
2302,38.35,137.22025
2303,38.367,135.09906
2304,38.383,132.98009
2305,38.4,130.89803
2306,38.417,128.87675
2307,38.433,126.92096
2308,38.45,125.02444
2309,38.467,123.18741
2310,38.483,121.42535
2311,38.5,119.76205
2312,38.517,118.2211
2313,38.533,116.82095
2314,38.55,115.56523
2315,38.567,114.4339
2316,38.583,113.39003
2317,38.6,112.39956
2318,38.617,111.44331
2319,38.633,110.51352
2320,38.65,109.60872
2321,38.667,108.73257
2322,38.683,107.89333
2323,38.7,107.10712
2324,38.717,106.40228
2325,38.733,105.8128
2326,38.75,105.36555
2327,38.767,105.07924
2328,38.783,104.97237
2329,38.8,105.06239
2330,38.817,105.35668
2331,38.833,105.85058
2332,38.85,106.53389
2333,38.867,107.39427
2334,38.883,108.41393
2335,38.9,109.56594
2336,38.917,110.81939
2337,38.933,112.1541
2338,38.95,113.57619
2339,38.967,115.11889
2340,38.983,116.81915
2341,39,118.68311
2342,39.017,120.67368
2343,39.033,122.72915
2344,39.05,124.79248
2345,39.067,126.83161
2346,39.083,128.8382
2347,39.1,130.81
2348,39.117,132.74294
2349,39.133,134.63831
2350,39.15,136.50703
2351,39.167,138.36392
2352,39.183,140.21902
2353,39.2,142.07359
2354,39.217,143.92307
2355,39.233,145.76392
2356,39.25,147.59914
2357,39.267,149.43239
2358,39.283,151.25592
2359,39.3,153.04921
2360,39.317,154.78384
2361,39.333,156.42104
2362,39.35,157.91058
2363,39.367,159.20351
2364,39.383,160.26573
2365,39.4,161.0789
2366,39.417,161.63838
2367,39.433,161.95782
2368,39.45,162.07352
2369,39.467,162.04091
2370,39.483,161.91776
2371,39.5,161.74146
2372,39.517,161.5248
2373,39.533,161.27081
2374,39.55,160.98532
2375,39.567,160.68027
2376,39.583,160.37044
2377,39.6,160.06575
2378,39.617,159.76579
2379,39.633,159.46338
2380,39.65,159.15285
2381,39.667,158.83543
2382,39.683,158.51973
2383,39.7,158.22049
2384,39.717,157.95596
2385,39.733,157.74188
2386,39.75,157.58345
2387,39.767,157.47334
2388,39.783,157.39713
2389,39.8,157.34105
2390,39.817,157.29807
2391,39.833,157.27025
2392,39.85,157.26817
2393,39.867,157.30737
2394,39.883,157.40392
2395,39.9,157.57121
2396,39.917,157.81897
2397,39.933,158.15216
2398,39.95,158.56865
2399,39.967,159.05544
2400,39.983,159.58705
2401,40,160.12822
2402,40.017,160.6405
2403,40.033,161.08983
2404,40.05,161.45111
2405,40.067,161.7093
2406,40.083,161.85507
2407,40.1,161.87485
2408,40.117,161.74094
2409,40.133,161.41029
2410,40.15,160.83745
2411,40.167,159.9948
2412,40.183,158.88528
2413,40.2,157.53726
2414,40.217,155.98906
2415,40.233,154.28079
2416,40.25,152.45064
2417,40.267,150.53067
2418,40.283,148.54488
2419,40.3,146.50861
2420,40.317,144.42999
2421,40.333,142.31418
2422,40.35,140.16391
2423,40.367,137.97975
2424,40.383,135.76826
2425,40.4,133.55016
2426,40.417,131.35339
2427,40.433,129.19814
2428,40.45,127.09103
2429,40.467,125.03537
2430,40.483,123.04716
2431,40.5,121.1605
2432,40.517,119.41338
2433,40.533,117.82487
2434,40.55,116.3876
2435,40.567,115.07895
2436,40.583,113.87424
2437,40.6,112.75548
2438,40.617,111.72038
2439,40.633,110.78304
2440,40.65,109.96101
2441,40.667,109.26401
2442,40.683,108.69592
2443,40.7,108.26173
2444,40.717,107.97132
2445,40.733,107.84215
2446,40.75,107.90189
2447,40.767,108.18191
2448,40.783,108.70282
2449,40.8,109.46466
2450,40.817,110.44628
2451,40.833,111.61003
2452,40.85,112.90916
2453,40.867,114.29879
2454,40.883,115.74854
2455,40.9,117.2483
2456,40.917,118.80293
2457,40.933,120.42388
2458,40.95,122.12064
2459,40.967,123.89137
2460,40.983,125.72033
2461,41,127.58365
2462,41.017,129.45847
2463,41.033,131.32816
2464,41.05,133.18135
2465,41.067,135.0121
2466,41.083,136.82281
2467,41.1,138.62044
2468,41.117,140.40837
2469,41.133,142.18797
2470,41.15,143.96478
2471,41.167,145.74934
2472,41.183,147.55508
2473,41.2,149.38928
2474,41.217,151.24036
2475,41.233,153.0748
2476,41.25,154.84499
2477,41.267,156.49503
2478,41.283,157.96635
2479,41.3,159.20944
2480,41.317,160.19453
2481,41.333,160.91397
2482,41.35,161.38103
2483,41.367,161.62971
2484,41.383,161.70988
2485,41.4,161.67369
2486,41.417,161.56041
2487,41.433,161.3914
2488,41.45,161.17612
2489,41.467,160.91878
2490,41.483,160.62283
2491,41.5,160.29669
2492,41.517,159.95602
2493,41.533,159.62134
2494,41.55,159.31363
2495,41.567,159.04906
2496,41.583,158.83403
2497,41.6,158.66319
2498,41.617,158.52425
2499,41.633,158.40503
2500,41.65,158.2988
2501,41.667,158.20558
2502,41.683,158.12979
2503,41.7,158.07784
2504,41.717,158.0571
2505,41.733,158.07544
2506,41.75,158.14049
2507,41.767,158.25826
2508,41.783,158.43106
2509,41.8,158.65657
2510,41.817,158.93109
2511,41.833,159.25505
2512,41.85,159.63205
2513,41.867,160.06055
2514,41.883,160.52699
2515,41.9,161.00607
2516,41.917,161.46466
2517,41.933,161.86406
2518,41.95,162.15854
2519,41.967,162.29514
2520,41.983,162.21864
2521,42,161.88087
2522,42.017,161.25098
2523,42.033,160.32381
2524,42.05,159.12152
2525,42.067,157.68584
2526,42.083,156.06844
2527,42.1,154.32231
2528,42.117,152.49098
2529,42.133,150.59879
2530,42.15,148.65062
2531,42.167,146.64268
2532,42.183,144.57375
2533,42.2,142.45149
2534,42.217,140.29471
2535,42.233,138.13321
2536,42.25,136.00475
2537,42.267,133.94249
2538,42.283,131.96146
2539,42.3,130.06155
2540,42.317,128.23964
2541,42.333,126.49789
2542,42.35,124.84538
2543,42.367,123.29187
2544,42.383,121.83713
2545,42.4,120.46522
2546,42.417,119.14882
2547,42.433,117.85966
2548,42.45,116.58128
2549,42.467,115.31837
2550,42.483,114.09417
2551,42.5,112.93978
2552,42.517,111.8877
2553,42.533,110.96894
2554,42.55,110.20906
2555,42.567,109.62395
2556,42.583,109.22066
2557,42.6,109.0057
2558,42.617,108.99198
2559,42.633,109.19457
2560,42.65,109.62164
2561,42.667,110.27094
2562,42.683,111.12946
2563,42.7,112.17298
2564,42.717,113.36887
2565,42.733,114.68416
2566,42.75,116.09516
2567,42.767,117.58983
2568,42.783,119.15902
2569,42.8,120.78983
2570,42.817,122.46732
2571,42.833,124.17526
2572,42.85,125.89745
2573,42.867,127.62689
2574,42.883,129.37212
2575,42.9,131.14841
2576,42.917,132.96277
2577,42.933,134.80858
2578,42.95,136.67233
2579,42.967,138.5433
2580,42.983,140.416
2581,43,142.28593
2582,43.017,144.14729
2583,43.033,145.99294
2584,43.05,147.81416
2585,43.067,149.60234
2586,43.083,151.35104
2587,43.1,153.05449
2588,43.117,154.70187
2589,43.133,156.27162
2590,43.15,157.72998
2591,43.167,159.03766
2592,43.183,160.15825
2593,43.2,161.06207
2594,43.217,161.73087
2595,43.233,162.16284
2596,43.25,162.36981
2597,43.267,162.37019
2598,43.283,162.18953
2599,43.3,161.86351
2600,43.317,161.43474
2601,43.333,160.94714
2602,43.35,160.44582
2603,43.367,159.97455
2604,43.383,159.56546
2605,43.4,159.23204
2606,43.417,158.97159
2607,43.433,158.77226
2608,43.45,158.62117
2609,43.467,158.50914
2610,43.483,158.43025
2611,43.5,158.38057
2612,43.517,158.3571
2613,43.533,158.35689
2614,43.55,158.3757
2615,43.567,158.40869
2616,43.583,158.4512
2617,43.6,158.50026
2618,43.617,158.55505
2619,43.633,158.61588
2620,43.65,158.68343
2621,43.667,158.75922
2622,43.683,158.84599
2623,43.7,158.94759
2624,43.717,159.07112
2625,43.733,159.22998
2626,43.75,159.44139
2627,43.767,159.71794
2628,43.783,160.05884
2629,43.8,160.44641
2630,43.817,160.8506
2631,43.833,161.23621
2632,43.85,161.56529
2633,43.867,161.79379
2634,43.883,161.8696
2635,43.9,161.73851
2636,43.917,161.35579
2637,43.933,160.69391
2638,43.95,159.74608
2639,43.967,158.52913
2640,43.983,157.07976
2641,44,155.44179
2642,44.017,153.65622
2643,44.033,151.75914
2644,44.05,149.77948
2645,44.067,147.73763
2646,44.083,145.65218
2647,44.1,143.54449
2648,44.117,141.43175
2649,44.133,139.31747
2650,44.15,137.19191
2651,44.167,135.04086
2652,44.183,132.85667
2653,44.2,130.64662
2654,44.217,128.43279
2655,44.233,126.24628
2656,44.25,124.12146
2657,44.267,122.09029
2658,44.283,120.17696
2659,44.3,118.39193
2660,44.317,116.72698
2661,44.333,115.15926
2662,44.35,113.66439
2663,44.367,112.23026
2664,44.383,110.86451
2665,44.4,109.59113
2666,44.417,108.43813
2667,44.433,107.42822
2668,44.45,106.5767
2669,44.467,105.89184
2670,44.483,105.37587
2671,44.5,105.02995
2672,44.517,104.85552
2673,44.533,104.85133
2674,44.55,105.01638
2675,44.567,105.35807
2676,44.583,105.89188
2677,44.6,106.62841
2678,44.617,107.56026
2679,44.633,108.66126
2680,44.65,109.89569
2681,44.667,111.22865
2682,44.683,112.63465
2683,44.7,114.10444
2684,44.717,115.64728
2685,44.733,117.28568
2686,44.75,119.03918
2687,44.767,120.90895
2688,44.783,122.872
2689,44.8,124.88705
2690,44.817,126.91239
2691,44.833,128.92644
2692,44.85,130.93161
2693,44.867,132.93553
2694,44.883,134.9321
2695,44.9,136.90373
2696,44.917,138.83875
2697,44.933,140.74121
2698,44.95,142.62332
2699,44.967,144.49124
2700,44.983,146.34184
2701,45,148.16855
2702,45.017,149.96294
2703,45.033,151.71509
2704,45.05,153.41476
2705,45.067,155.04735
2706,45.083,156.59009
2707,45.1,158.01477
2708,45.117,159.29176
2709,45.133,160.39383
2710,45.15,161.29588
2711,45.167,161.97197
2712,45.183,162.40265
2713,45.2,162.58846
2714,45.217,162.55168
2715,45.233,162.32716
2716,45.25,161.95518
2717,45.267,161.48062
2718,45.283,160.95407
2719,45.3,160.42914
2720,45.317,159.95361
2721,45.333,159.56161
2722,45.35,159.26938
2723,45.367,159.07417
2724,45.383,158.95918
2725,45.4,158.90025
2726,45.417,158.87254
2727,45.433,158.85507
2728,45.45,158.83301
2729,45.467,158.79869
2730,45.483,158.75098
2731,45.5,158.69147
2732,45.517,158.62016
2733,45.533,158.5368
2734,45.55,158.44748
2735,45.567,158.37035
2736,45.583,158.33359
2737,45.6,158.36514
2738,45.617,158.48283
2739,45.633,158.69087
2740,45.65,158.98058
2741,45.667,159.33321
2742,45.683,159.72371
2743,45.7,160.12061
2744,45.717,160.48431
2745,45.733,160.77182
2746,45.75,160.94543
2747,45.767,160.97522
2748,45.783,160.83084
2749,45.8,160.47513
2750,45.817,159.87074
2751,45.833,158.99384
2752,45.85,157.84396
2753,45.867,156.44344
2754,45.883,154.82736
2755,45.9,153.0352
2756,45.917,151.10669
2757,45.933,149.07903
2758,45.95,146.98322
2759,45.967,144.84099
2760,45.983,142.66609
2761,46,140.46805
2762,46.017,138.25484
2763,46.033,136.03941
2764,46.05,133.8436
2765,46.067,131.68991
2766,46.083,129.58983
2767,46.1,127.54355
2768,46.117,125.54784
2769,46.133,123.60197
2770,46.15,121.7113
2771,46.167,119.89185
2772,46.183,118.16938
2773,46.2,116.56425
2774,46.217,115.07404
2775,46.233,113.67715
2776,46.25,112.3538
2777,46.267,111.0959
2778,46.283,109.90105
2779,46.3,108.76962
2780,46.317,107.70944
2781,46.333,106.73338
2782,46.35,105.85111
2783,46.367,105.06562
2784,46.383,104.37708
2785,46.4,103.78873
2786,46.417,103.30932
2787,46.433,102.94867
2788,46.45,102.71092
2789,46.467,102.5947
2790,46.483,102.60076
2791,46.5,102.73883
2792,46.517,103.02621
2793,46.533,103.48106
2794,46.55,104.11777
2795,46.567,104.94676
2796,46.583,105.9766
2797,46.6,107.2155
2798,46.617,108.66481
2799,46.633,110.30763
2800,46.65,112.10727
2801,46.667,114.02195
2802,46.683,116.01994
2803,46.7,118.08072
2804,46.717,120.18648
2805,46.733,122.31637
2806,46.75,124.44807
2807,46.767,126.56122
2808,46.783,128.63925
2809,46.8,130.67097
2810,46.817,132.65334
2811,46.833,134.59198
2812,46.85,136.49657
2813,46.867,138.37582
2814,46.883,140.23714
2815,46.9,142.08307
2816,46.917,143.90768
2817,46.933,145.70306
2818,46.95,147.46835
2819,46.967,149.21182
2820,46.983,150.94431
2821,47,152.66545
2822,47.017,154.35495
2823,47.033,155.97787
2824,47.05,157.49394
2825,47.067,158.86012
2826,47.083,160.03157
2827,47.1,160.96558
2828,47.117,161.62833
2829,47.133,162.00778
2830,47.15,162.12619
2831,47.167,162.03436
2832,47.183,161.7912
2833,47.2,161.44827
2834,47.217,161.04373
2835,47.233,160.60208
2836,47.25,160.13864
2837,47.267,159.6653
2838,47.283,159.19536
2839,47.3,158.74734
2840,47.317,158.34512
2841,47.333,158.01216
2842,47.35,157.76389
2843,47.367,157.60446
2844,47.383,157.52798
2845,47.4,157.52132
2846,47.417,157.56622
2847,47.433,157.64188
2848,47.45,157.72868
2849,47.467,157.81221
2850,47.483,157.88583
2851,47.5,157.95105
2852,47.517,158.01343
2853,47.533,158.07631
2854,47.55,158.13997
2855,47.567,158.20723
2856,47.583,158.28683
2857,47.6,158.39087
2858,47.617,158.53075
2859,47.633,158.7166
2860,47.65,158.9595
2861,47.667,159.26926
2862,47.683,159.64566
2863,47.7,160.07103
2864,47.717,160.51103
2865,47.733,160.92484
2866,47.75,161.27563
2867,47.767,161.53143
2868,47.783,161.65678
2869,47.8,161.60545
2870,47.817,161.3214
2871,47.833,160.75262
2872,47.85,159.86839
2873,47.867,158.67096
2874,47.883,157.19658
2875,47.9,155.50339
2876,47.917,153.65349
2877,47.933,151.69904
2878,47.95,149.67679
2879,47.967,147.61215
2880,47.983,145.52599
2881,48,143.43832
2882,48.017,141.36594
2883,48.033,139.31903
2884,48.05,137.30159
2885,48.067,135.31332
2886,48.083,133.3501
2887,48.1,131.40494
2888,48.117,129.4734
2889,48.133,127.56083
2890,48.15,125.68089
2891,48.167,123.84676
2892,48.183,122.06948
2893,48.2,120.36285
2894,48.217,118.73759
2895,48.233,117.18726
2896,48.25,115.68594
2897,48.267,114.20504
2898,48.283,112.73392
2899,48.3,111.28683
2900,48.317,109.8953
2901,48.333,108.59538
2902,48.35,107.41761
2903,48.367,106.3847
2904,48.383,105.51454
2905,48.4,104.82314
2906,48.417,104.32617
2907,48.433,104.03897
2908,48.45,103.97429
2909,48.467,104.13876
2910,48.483,104.53046
2911,48.5,105.13995
2912,48.517,105.95119
2913,48.533,106.94119
2914,48.55,108.08375
2915,48.567,109.35471
2916,48.583,110.73188
2917,48.6,112.19456
2918,48.617,113.7319
2919,48.633,115.3505
2920,48.65,117.06635
2921,48.667,118.8853
2922,48.683,120.78943
2923,48.7,122.74175
2924,48.717,124.70616
2925,48.733,126.66257
2926,48.75,128.60701
2927,48.767,130.54259
2928,48.783,132.47182
2929,48.8,134.39568
2930,48.817,136.31548
2931,48.833,138.22682
2932,48.85,140.11354
2933,48.867,141.9574
2934,48.883,143.74962
2935,48.9,145.49127
2936,48.917,147.19087
2937,48.933,148.86124
2938,48.95,150.51237
2939,48.967,152.14394
2940,48.983,153.74622
2941,49,155.30626
2942,49.017,156.80577
2943,49.033,158.21388
2944,49.05,159.4843
2945,49.067,160.55717
2946,49.083,161.37151
2947,49.1,161.89015
2948,49.117,162.11835
2949,49.133,162.09692
2950,49.15,161.88084
2951,49.167,161.52777
2952,49.183,161.09561
2953,49.2,160.63715
2954,49.217,160.18976
2955,49.233,159.76987
2956,49.25,159.37831
2957,49.267,159.01178
2958,49.283,158.67198
2959,49.3,158.36925
2960,49.317,158.11867
2961,49.333,157.93155
2962,49.35,157.80856
2963,49.367,157.73907
2964,49.383,157.70724
2965,49.4,157.69957
2966,49.417,157.70587
2967,49.433,157.7187
2968,49.45,157.73598
2969,49.467,157.76146
2970,49.483,157.79898
2971,49.5,157.84856
2972,49.517,157.91016
2973,49.533,157.98874
2974,49.55,158.0937
2975,49.567,158.23268
2976,49.583,158.40576
2977,49.6,158.60329
2978,49.617,158.8092
2979,49.633,159.00854
2980,49.65,159.19249
2981,49.667,159.35944
2982,49.683,159.51344
2983,49.7,159.66063
2984,49.717,159.8031
2985,49.733,159.92928
2986,49.75,160.00475
2987,49.767,159.97415
2988,49.783,159.77634
2989,49.8,159.35983
2990,49.817,158.68819
2991,49.833,157.74034
2992,49.85,156.51637
2993,49.867,155.045
2994,49.883,153.37737
2995,49.9,151.56721
2996,49.917,149.65314
2997,49.933,147.65277
2998,49.95,145.57451
2999,49.967,143.43562
3000,49.983,141.26456
3001,50,139.08951
3002,50.017,136.93361
3003,50.033,134.81865
3004,50.05,132.76682
3005,50.067,130.80066
3006,50.083,128.93967
3007,50.1,127.1918
3008,50.117,125.54788
3009,50.133,123.98756
3010,50.15,122.49651
3011,50.167,121.0762
3012,50.183,119.73273
3013,50.2,118.4637
3014,50.217,117.26036
3015,50.233,116.11177
3016,50.25,115.00494
3017,50.267,113.93213
3018,50.283,112.90154
3019,50.3,111.93723
3020,50.317,111.07063
3021,50.333,110.33221
3022,50.35,109.74313
3023,50.367,109.31023
3024,50.383,109.02892
3025,50.4,108.89194
3026,50.417,108.8952
3027,50.433,109.03609
3028,50.45,109.31015
3029,50.467,109.70943
3030,50.483,110.22082
3031,50.5,110.82536
3032,50.517,111.50096
3033,50.533,112.2286
3034,50.55,112.99985
3035,50.567,113.82175
3036,50.583,114.71521
3037,50.6,115.70967
3038,50.617,116.83134
3039,50.633,118.08925
3040,50.65,119.47226
3041,50.667,120.95674
3042,50.683,122.51656
3043,50.7,124.12844
3044,50.717,125.77356
3045,50.733,127.43861
3046,50.75,129.11653
3047,50.767,130.80229
3048,50.783,132.49007
3049,50.8,134.1795
3050,50.817,135.88219
3051,50.833,137.61455
3052,50.85,139.38351
3053,50.867,141.17757
3054,50.883,142.96765
3055,50.9,144.71802
3056,50.917,146.39867
3057,50.933,147.98854
3058,50.95,149.47389
3059,50.967,150.85245
3060,50.983,152.13545
3061,51,153.34164
3062,51.017,154.4915
3063,51.033,155.60329
3064,51.05,156.68536
3065,51.067,157.72844
3066,51.083,158.70506
3067,51.1,159.58003
3068,51.117,160.32401
3069,51.133,160.91862
3070,51.15,161.3557
3071,51.167,161.63864
3072,51.183,161.78268
3073,51.2,161.81114
3074,51.217,161.74962
3075,51.233,161.62218
3076,51.25,161.45166
3077,51.267,161.25958
3078,51.283,161.06355
3079,51.3,160.8744
3080,51.317,160.69334
3081,51.333,160.51236
3082,51.35,160.32091
3083,51.367,160.11375
3084,51.383,159.8925
3085,51.4,159.66278
3086,51.417,159.43297
3087,51.433,159.21523
3088,51.45,159.02356
3089,51.467,158.86839
3090,51.483,158.75304
3091,51.5,158.67448
3092,51.517,158.62651
3093,51.533,158.6017
3094,51.55,158.59322
3095,51.567,158.59491
3096,51.583,158.60005
3097,51.6,158.60211
3098,51.617,158.59967
3099,51.633,158.59877
3100,51.65,158.60982
3101,51.667,158.64474
3102,51.683,158.71294
3103,51.7,158.81781
3104,51.717,158.95857
3105,51.733,159.13411
3106,51.75,159.34375
3107,51.767,159.58768
3108,51.783,159.86937
3109,51.8,160.1942
3110,51.817,160.56027
3111,51.833,160.94804
3112,51.85,161.31665
3113,51.867,161.60939
3114,51.883,161.7715
3115,51.9,161.76961
3116,51.917,161.59593
3117,51.933,161.25566
3118,51.95,160.75246
3119,51.967,160.08205
3120,51.983,159.23367
3121,52,158.19566
3122,52.017,156.96318
3123,52.033,155.54301
3124,52.05,153.95142
3125,52.067,152.2092
3126,52.083,150.34193
3127,52.1,148.38124
3128,52.117,146.36037
3129,52.133,144.30678
3130,52.15,142.23752
3131,52.167,140.16113
3132,52.183,138.08141
3133,52.2,135.99654
3134,52.217,133.8987
3135,52.233,131.77974
3136,52.25,129.64063
3137,52.267,127.49245
3138,52.283,125.34805
3139,52.3,123.22218
3140,52.317,121.14268
3141,52.333,119.15077
3142,52.35,117.27872
3143,52.367,115.52814
3144,52.383,113.87546
3145,52.4,112.29465
3146,52.417,110.77795
3147,52.433,109.3446
3148,52.45,108.03345
3149,52.467,106.88528
3150,52.483,105.9294
3151,52.5,105.17787
3152,52.517,104.62645
3153,52.533,104.26431
3154,52.55,104.08627
3155,52.567,104.09926
3156,52.583,104.32265
3157,52.6,104.78235
3158,52.617,105.50037
3159,52.633,106.48498
3160,52.65,107.7223
3161,52.667,109.17203
3162,52.683,110.77332
3163,52.7,112.45879
3164,52.717,114.17007
3165,52.733,115.87072
3166,52.75,117.55219
3167,52.767,119.22612
3168,52.783,120.90687
3169,52.8,122.60044
3170,52.817,124.30568
3171,52.833,126.02324
3172,52.85,127.76196
3173,52.867,129.53816
3174,52.883,131.36821
3175,52.9,133.25743
3176,52.917,135.19331
3177,52.933,137.14946
3178,52.95,139.09648
3179,52.967,141.00995
3180,52.983,142.87337
3181,53,144.67702
3182,53.017,146.41344
3183,53.033,148.07446
3184,53.05,149.65353
3185,53.067,151.15099
3186,53.083,152.57811
3187,53.1,153.95261
3188,53.117,155.2856
3189,53.133,156.57219
3190,53.15,157.79353
3191,53.167,158.92178
3192,53.183,159.92162
3193,53.2,160.75623
3194,53.217,161.39937
3195,53.233,161.83823
3196,53.25,162.06868
3197,53.267,162.09683
3198,53.283,161.9438
3199,53.3,161.64415
3200,53.317,161.24049
3201,53.333,160.77823
3202,53.35,160.29965
3203,53.367,159.84045
3204,53.383,159.4278
3205,53.4,159.07809
3206,53.417,158.79739
3207,53.433,158.58362
3208,53.45,158.42874
3209,53.467,158.32172
3210,53.483,158.25171
3211,53.5,158.20915
3212,53.517,158.18639
3213,53.533,158.17865
3214,53.55,158.18373
3215,53.567,158.19955
3216,53.583,158.22412
3217,53.6,158.25705
3218,53.617,158.29921
3219,53.633,158.35048
3220,53.65,158.40808
3221,53.667,158.46693
3222,53.683,158.52136
3223,53.7,158.56743
3224,53.717,158.60431
3225,53.733,158.6351
3226,53.75,158.66714
3227,53.767,158.71194
3228,53.783,158.78279
3229,53.8,158.89006
3230,53.817,159.03586
3231,53.833,159.21378
3232,53.85,159.41505
3233,53.867,159.63412
3234,53.883,159.8696
3235,53.9,160.12212
3236,53.917,160.39014
3237,53.933,160.66496
3238,53.95,160.92494
3239,53.967,161.13023
3240,53.983,161.22142
3241,54,161.12971
3242,54.017,160.79713
3243,54.033,160.19254
3244,54.05,159.30977
3245,54.067,158.1568
3246,54.083,156.75574
3247,54.1,155.14555
3248,54.117,153.3726
3249,54.133,151.48204
3250,54.15,149.51448
3251,54.167,147.49965
3252,54.183,145.45277
3253,54.2,143.379
3254,54.217,141.27774
3255,54.233,139.1488
3256,54.25,137.00282
3257,54.267,134.8653
3258,54.283,132.76741
3259,54.3,130.73199
3260,54.317,128.76779
3261,54.333,126.87289
3262,54.35,125.04014
3263,54.367,123.26414
3264,54.383,121.54642
3265,54.4,119.89046
3266,54.417,118.29084
3267,54.433,116.73
3268,54.45,115.1884
3269,54.467,113.66373
3270,54.483,112.18555
3271,54.5,110.80882
3272,54.517,109.58842
3273,54.533,108.55567
3274,54.55,107.71275
3275,54.567,107.04257
3276,54.583,106.52161
3277,54.6,106.12941
3278,54.617,105.85428
3279,54.633,105.69624
3280,54.65,105.66865
3281,54.667,105.79833
3282,54.683,106.1216
3283,54.7,106.67339
3284,54.717,107.47056
3285,54.733,108.50458
3286,54.75,109.74687
3287,54.767,111.15633
3288,54.783,112.68442
3289,54.8,114.28696
3290,54.817,115.93848
3291,54.833,117.63595
3292,54.85,119.39065
3293,54.867,121.21011
3294,54.883,123.07798
3295,54.9,124.95559
3296,54.917,126.8046
3297,54.933,128.60718
3298,54.95,130.36765
3299,54.967,132.10068
3300,54.983,133.82103
3301,55,135.53902
3302,55.017,137.25706
3303,55.033,138.9722
3304,55.05,140.68407
3305,55.067,142.39748
3306,55.083,144.11365
3307,55.1,145.82358
3308,55.117,147.51315
3309,55.133,149.17155
3310,55.15,150.79352
3311,55.167,152.37784
3312,55.183,153.92368
3313,55.2,155.42233
3314,55.217,156.84833
3315,55.233,158.159
3316,55.25,159.30516
3317,55.267,160.24777
3318,55.283,160.96935
3319,55.3,161.47211
3320,55.317,161.76956
3321,55.333,161.88191
3322,55.35,161.83611
3323,55.367,161.66742
3324,55.383,161.4176
3325,55.4,161.12892
3326,55.417,160.83687
3327,55.433,160.56458
3328,55.45,160.32149
3329,55.467,160.10696
3330,55.483,159.91675
3331,55.5,159.74637
3332,55.517,159.59149
3333,55.533,159.44951
3334,55.55,159.31845
